migration_id,paper_id,old_record_type,old_record_id_or_locator,new_record_type,new_record_id,migration_action,confidence,needs_review,notes
MIG-00505,C016,pilot_derived_structure,LOC-C016-0002,dimensionless_definition,DIM-C016-010,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00506,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-011,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00507,C016,pilot_derived_structure,LOC-C016-0003,dimensionless_definition,DIM-C016-012,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00508,D003,pilot_derived_structure,LOC-D003-0003,dimensionless_definition,DIM-D003-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00509,C031,pilot_derived_structure,LOC-C031-0004,dimensionless_definition,DIM-C031-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00510,C031,pilot_derived_structure,LOC-C031-0004,dimensionless_definition,DIM-C031-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00511,C031,pilot_derived_structure,LOC-C031-0006,dimensionless_definition,DIM-C031-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00512,C031,pilot_derived_structure,LOC-C031-0006,dimensionless_definition,DIM-C031-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00513,C031,pilot_derived_structure,LOC-C031-0006,dimensionless_definition,DIM-C031-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00514,C031,pilot_derived_structure,LOC-C031-0007,dimensionless_definition,DIM-C031-006,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00515,C031,pilot_derived_structure,LOC-C031-0007,dimensionless_definition,DIM-C031-007,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00516,D017,pilot_derived_structure,LOC-D017-0001,dimensionless_definition,DIM-D017-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00517,A020,pilot_derived_structure,LOC-A020-0005,dimensionless_definition,DIM-A020-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00518,A022,pilot_derived_structure,LOC-A022-0005,dimensionless_definition,DIM-A022-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00519,A016,pilot_derived_structure,LOC-A016-0005,dimensionless_definition,DIM-A016-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00520,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00521,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00522,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00523,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00524,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00525,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-006,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00526,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-007,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00527,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-008,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00528,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-009,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00529,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-010,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00530,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-011,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00531,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-012,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00532,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-013,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00533,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-014,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00534,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-015,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00535,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-016,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00536,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-017,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00537,A020,pilot_derived_structure,LOC-A020-0006,event,EVT-A020-018,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00538,A022,pilot_derived_structure,LOC-A022-0003,event,EVT-A022-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00539,A022,pilot_derived_structure,LOC-A022-0003,event,EVT-A022-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00540,B013,pilot_derived_structure,LOC-B013-0006,event,EVT-B013-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00541,B013,pilot_derived_structure,LOC-B013-0004,event,EVT-B013-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00542,B013,pilot_derived_structure,LOC-B013-0006,event,EVT-B013-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00543,B029,pilot_derived_structure,LOC-B029-0007,event,EVT-B029-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00544,B029,pilot_derived_structure,LOC-B029-0006,event,EVT-B029-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00545,B029,pilot_derived_structure,LOC-B029-0007,event,EVT-B029-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00546,B029,pilot_derived_structure,LOC-B029-0006,event,EVT-B029-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00547,B029,pilot_derived_structure,LOC-B029-0007,event,EVT-B029-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00548,B029,pilot_derived_structure,LOC-B029-0006,event,EVT-B029-006,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00549,D003,pilot_derived_structure,LOC-D003-0004,event,EVT-D003-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00550,D003,pilot_derived_structure,LOC-D003-0004,event,EVT-D003-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00551,D003,pilot_derived_structure,LOC-D003-0004,event,EVT-D003-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00552,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00553,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00554,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00555,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00556,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00557,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-006,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00558,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-007,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00559,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-008,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00560,A020,pilot_derived_structure,LOC-A020-0006,interval,INT-A020-009,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00561,A022,pilot_derived_structure,LOC-A022-0003,interval,INT-A022-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00562,D003,pilot_derived_structure,LOC-D003-0004,interval,INT-D003-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00563,D003,pilot_derived_structure,LOC-D003-0004,interval,INT-D003-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00564,D003,pilot_derived_structure,LOC-D003-0004,interval,INT-D003-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00565,D003,pilot_derived_structure,LOC-D003-0004,interval,INT-D003-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00566,B013,pilot_derived_structure,LOC-B013-0006,time_history,HIST-B013-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00567,B029,pilot_derived_structure,LOC-B029-0007,time_history,HIST-B029-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00568,B029,pilot_derived_structure,LOC-B029-0004,time_history,HIST-B029-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00569,B029,pilot_derived_structure,LOC-B029-0008,time_history,HIST-B029-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00570,B029,pilot_derived_structure,LOC-B029-0007,time_history,HIST-B029-004,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00571,B029,pilot_derived_structure,LOC-B029-0004,time_history,HIST-B029-005,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00572,B029,pilot_derived_structure,LOC-B029-0008,time_history,HIST-B029-006,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00573,B029,pilot_derived_structure,LOC-B029-0007,time_history,HIST-B029-007,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00574,B029,pilot_derived_structure,LOC-B029-0004,time_history,HIST-B029-008,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00575,B029,pilot_derived_structure,LOC-B029-0008,time_history,HIST-B029-009,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00576,C031,pilot_derived_structure,LOC-C031-0009,time_history,HIST-C031-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00577,D017,pilot_derived_structure,LOC-D017-0009,time_history,HIST-D017-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00578,C016,pilot_derived_structure,LOC-C016-0005,process_relation,PROC-C016-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00579,C016,pilot_derived_structure,LOC-C016-0005,process_relation,PROC-C016-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00580,C016,pilot_derived_structure,LOC-C016-0005,process_relation,PROC-C016-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00581,C031,pilot_derived_structure,LOC-C031-0008,process_relation,PROC-C031-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00582,C031,pilot_derived_structure,LOC-C031-0008,process_relation,PROC-C031-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00583,C031,pilot_derived_structure,LOC-C031-0010,process_relation,PROC-C031-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00584,D017,pilot_derived_structure,LOC-D017-0007,process_relation,PROC-D017-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00585,D017,pilot_derived_structure,LOC-D017-0009,process_relation,PROC-D017-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00586,A016,pilot_derived_structure,LOC-A016-0009,process_relation,PROC-A016-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00587,A016,pilot_derived_structure,LOC-A016-0009,process_relation,PROC-A016-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00588,A016,pilot_derived_structure,LOC-A016-0010,process_relation,PROC-A016-003,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00589,A020,pilot_derived_structure,LOC-A020-0008,process_relation,PROC-A020-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00590,A022,pilot_derived_structure,LOC-A022-0008,process_relation,PROC-A022-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00591,D003,pilot_derived_structure,LOC-D003-0006,process_relation,PROC-D003-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00592,D009,pilot_derived_structure,LOC-D009-0009,process_relation,PROC-D009-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00593,D009,pilot_derived_structure,LOC-D009-0009,process_relation,PROC-D009-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00594,A016,pilot_derived_structure,LOC-A016-0009,mechanism_relation,MECH-A016-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00595,A016,pilot_derived_structure,LOC-A016-0010,mechanism_relation,MECH-A016-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00596,A020,pilot_derived_structure,LOC-A020-0008,mechanism_relation,MECH-A020-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00597,A020,pilot_derived_structure,LOC-A020-0009,mechanism_relation,MECH-A020-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00598,A022,pilot_derived_structure,LOC-A022-0008,mechanism_relation,MECH-A022-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00599,A022,pilot_derived_structure,LOC-A022-0004,mechanism_relation,MECH-A022-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00600,B011,pilot_derived_structure,LOC-B011-0007,mechanism_relation,MECH-B011-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00601,B011,pilot_derived_structure,LOC-B011-0007,mechanism_relation,MECH-B011-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00602,B013,pilot_derived_structure,LOC-B013-0006,mechanism_relation,MECH-B013-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00603,B013,pilot_derived_structure,LOC-B013-0002,mechanism_relation,MECH-B013-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00604,B029,pilot_derived_structure,LOC-B029-0008,mechanism_relation,MECH-B029-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00605,B029,pilot_derived_structure,LOC-B029-0009,mechanism_relation,MECH-B029-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00606,C014,pilot_derived_structure,LOC-C014-0003,mechanism_relation,MECH-C014-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00607,C014,pilot_derived_structure,LOC-C014-0004,mechanism_relation,MECH-C014-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00608,C016,pilot_derived_structure,LOC-C016-0005,mechanism_relation,MECH-C016-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00609,C016,pilot_derived_structure,LOC-C016-0004,mechanism_relation,MECH-C016-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00610,C031,pilot_derived_structure,LOC-C031-0008,mechanism_relation,MECH-C031-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00611,C031,pilot_derived_structure,LOC-C031-0009,mechanism_relation,MECH-C031-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00612,D003,pilot_derived_structure,LOC-D003-0006,mechanism_relation,MECH-D003-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00613,D003,pilot_derived_structure,LOC-D003-0007,mechanism_relation,MECH-D003-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00614,D009,pilot_derived_structure,LOC-D009-0008,mechanism_relation,MECH-D009-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00615,D009,pilot_derived_structure,LOC-D009-0009,mechanism_relation,MECH-D009-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00616,D017,pilot_derived_structure,LOC-D017-0007,mechanism_relation,MECH-D017-001,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00617,D017,pilot_derived_structure,LOC-D017-0008,mechanism_relation,MECH-D017-002,normalized_relation_created,high,no,Based on existing Phase 6 extracted data or candidate evidence.
MIG-00618,A016,per_paper_json_v1_0,A016.json,per_paper_json_v1_1,A016.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00619,A020,per_paper_json_v1_0,A020.json,per_paper_json_v1_1,A020.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00620,A022,per_paper_json_v1_0,A022.json,per_paper_json_v1_1,A022.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00621,B011,per_paper_json_v1_0,B011.json,per_paper_json_v1_1,B011.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00622,B013,per_paper_json_v1_0,B013.json,per_paper_json_v1_1,B013.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00623,B029,per_paper_json_v1_0,B029.json,per_paper_json_v1_1,B029.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00624,C014,per_paper_json_v1_0,C014.json,per_paper_json_v1_1,C014.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00625,C016,per_paper_json_v1_0,C016.json,per_paper_json_v1_1,C016.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00626,C031,per_paper_json_v1_0,C031.json,per_paper_json_v1_1,C031.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00627,D003,per_paper_json_v1_0,D003.json,per_paper_json_v1_1,D003.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00628,D009,per_paper_json_v1_0,D009.json,per_paper_json_v1_1,D009.json,additive_schema_migration,high,no,All original top-level keys retained.
MIG-00629,D017,per_paper_json_v1_0,D017.json,per_paper_json_v1_1,D017.json,additive_schema_migration,high,no,All original top-level keys retained.
