candidate_claim_id,paper_id,source_record_id,reading_tier,library,claim_text,support_type,evidence_contribution_type,review_mainline_role,source_locator_id,relevant_parameter_ids,relevant_event_ids,relevant_process_relation_ids,existing_core_link,retained_for_global_consolidation,candidate_status,notes
T2-C023-C03,C023,C-ST-03,tier2,C,"Moreover, both relaxation and breakup times are directly proportional to the initial droplet diameters but inversely proportional to the shock Mach numbers.",model_based,model_based,droplet breakup,LOC-C023-0002,PAR-C023-0003,,,,yes,active_candidate,"Evidence summary: Moreover, both relaxation and breakup times are directly proportional to the initial droplet diameters but inversely proportional to the shock Mach numbers. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C026-C01,C026,C-ST-06,tier2,C,"Experiments were conducted to examine the deformation, acceleration, evaporation, and initiation of breakup for small droplets at high Weber numbers.",author_interpretation,author_interpretation,droplet breakup,LOC-C026-0002,PAR-C026-0003;PAR-C026-0004,,,T2LINK-0027:C024:T1-C024-C01,no,inventory_only_study_scope_statement,"Evidence summary: Experiments were conducted to examine the deformation, acceleration, evaporation, and initiation of breakup for small droplets at high Weber numbers. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged."
T2-C026-C02,C026,C-ST-06,tier2,C,Evaporation effects were found to be negligible for the deformation process of droplets over 100 μm .,direct_observation,direct_observation,droplet breakup,LOC-C026-0002,PAR-C026-0003;PAR-C026-0004,,,,yes,active_candidate,Evidence summary: Evaporation effects were found to be negligible for the deformation process of droplets over 100 μm . | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-C026-C03,C026,C-ST-06,tier2,C,"The effects of shock strength, droplet size, and evaporation were examined using experiments at similar Weber numbers using various parameter combinations.",author_interpretation,author_interpretation,droplet breakup,LOC-C026-0002,PAR-C026-0003;PAR-C026-0004,,,,no,inventory_only_study_scope_statement,"Evidence summary: The effects of shock strength, droplet size, and evaporation were examined using experiments at similar Weber numbers using various parameter combinations. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged."
T2-C030-C01,C030,C-PC-04,tier2,C,"The Weber and Stefan numbers, and the liquid-to-gas density ratio, are varied to systematically study the effect of vaporization on the drop deformation/breakup and drag.",model_based,model_based,droplet breakup,LOC-C030-0002,PAR-C030-0003,,,T2LINK-0028:C014:paper-level Tier 1 anchor,no,inventory_only_study_design_statement,"Evidence summary: The Weber and Stefan numbers, and the liquid-to-gas density ratio, are varied to systematically study the effect of vaporization on the drop deformation/breakup and drag. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_design_statement; original candidate is unchanged."
T2-C030-C02,C030,C-PC-04,tier2,C,"For a wide range of liquid-to-density ratios, vaporization contributes to hindering the drop deformation , and if the Stefan number is sufficiently high, can suppress bag breakup.",author_interpretation,author_interpretation,droplet breakup,LOC-C030-0002,PAR-C030-0003,,,,yes,active_candidate,"Evidence summary: For a wide range of liquid-to-density ratios, vaporization contributes to hindering the drop deformation , and if the Stefan number is sufficiently high, can suppress bag breakup. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C030-C03,C030,C-PC-04,tier2,C,"The asymmetric vaporization rates on the windward and leeward sides of the edge rim and the resulting different strength of Stefan flow cause the disk to deform in an opposite manner compared to the bag, which hinders the bag development and breakup.",model_based,model_based,droplet breakup,LOC-C030-0002,PAR-C030-0003,,,,yes,active_candidate,"Evidence summary: The asymmetric vaporization rates on the windward and leeward sides of the edge rim and the resulting different strength of Stefan flow cause the disk to deform in an opposite manner compared to the bag, which hinders the bag development and breakup. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C033-C01,C033,C-MD-01,tier2,C,"The attenuation was found to be dependent on the volume fraction ad, the droplet dimension /d, the exchange surface area Se, the Weber Number We, and the shock wave strength.",direct_observation,direct_observation,droplet breakup,LOC-C033-0002,PAR-C033-0003;PAR-C033-0004,,,T2LINK-0029:C007:T1-C007-C01,yes,active_candidate,"Evidence summary: The attenuation was found to be dependent on the volume fraction ad, the droplet dimension /d, the exchange surface area Se, the Weber Number We, and the shock wave strength. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C033-C02,C033,C-MD-01,tier2,C,"The attenuation of the overpressure peak and the impulse, induced by a shock wave passing through the cloud of droplets, are also presented.",author_interpretation,author_interpretation,droplet breakup,LOC-C033-0002,PAR-C033-0003;PAR-C033-0004,,,,yes,active_candidate,"Evidence summary: The attenuation of the overpressure peak and the impulse, induced by a shock wave passing through the cloud of droplets, are also presented. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C033-C03,C033,C-MD-01,tier2,C,"Finally, it was observed that the shock wave attenuation was dependent on the exchange surface crossed by the shock combined with the breakup criterion.",direct_observation,direct_observation,droplet breakup,LOC-C033-0002,PAR-C033-0003;PAR-C033-0004,,,,yes,active_candidate,"Evidence summary: Finally, it was observed that the shock wave attenuation was dependent on the exchange surface crossed by the shock combined with the breakup criterion. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C034-C01,C034,C-MD-02,tier2,C,"When the fragmentation of the droplets is not considered, the pressure induced by the transmitted shock wave was found to be overestimated.",experimental_correlation,experimental_correlation,droplet breakup,LOC-C034-0002,PAR-C034-0003;PAR-C034-0004,,,T2LINK-0030:C016:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: When the fragmentation of the droplets is not considered, the pressure induced by the transmitted shock wave was found to be overestimated. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C034-C02,C034,C-MD-02,tier2,C,"Indeed, it is able to reproduce the characteristic transient pressure observed experimentally during the interaction between a planar shock wave and a dilute cloud of droplets, which is undergoing the process of atomization.",experimental_correlation,experimental_correlation,droplet breakup,LOC-C034-0002,PAR-C034-0003;PAR-C034-0004,,,,yes,active_candidate,"Evidence summary: Indeed, it is able to reproduce the characteristic transient pressure observed experimentally during the interaction between a planar shock wave and a dilute cloud of droplets, which is undergoing the process of atomization. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-C034-C03,C034,C-MD-02,tier2,C,It is based on the assumption of linear variation of the droplet diameter (L VDD model).,author_interpretation,author_interpretation,droplet breakup,LOC-C034-0002,PAR-C034-0003;PAR-C034-0004,,,,no,inventory_only_model_definition_only,Evidence summary: It is based on the assumption of linear variation of the droplet diameter (L VDD model). | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: model_definition_only; original candidate is unchanged.
T2-C036-C01,C036,C-MD-04,tier2,C,"At low Weber number, decreasing parallel-droplet spacing shifted breakup from bag toward trailing and shuttlecock modes through a spacing-dependent reversal of post-flattening bending.",experimental_correlation,reported result,Parallel-droplet spacing effect at low Weber number.,LOC-C036-0003,PAR-C036-0004;PAR-C036-0005;PAR-C036-0006,,PROC-C036-001;PROC-C036-002,,yes,active_candidate,Evidence summary: High-speed images and potential-flow pressure distributions support the mode boundary near L/D of order 2 for the tested geometry. | Limitations: The theoretical analogue is two-dimensional cylinders; spherical-droplet boundary may shift.
T2-C036-C02,C036,C-MD-04,tier2,C,"At higher Weber number, sufficiently small spacing promoted rapid equatorial filament formation and closure of the channel between adjacent droplets, producing a closed breakup mode.",direct_observation,reported result,Collective breakup topology under shock-driven flow.,LOC-C036-0004,PAR-C036-0003;PAR-C036-0004;PAR-C036-0005;PAR-C036-0006,,PROC-C036-002,T2LINK-0046:D019:T1-D019-C03,yes,active_candidate,Evidence summary: High-speed imaging distinguishes open and closed modes; smaller gaps close earlier and can reopen repeatedly. | Limitations: Finite experimental parameter space and generated-droplet alignment variability.
T2-D002-C01,D002,D-IC-02,tier2,D,"The following conclusions could be drawn: (1) To predict the generation of shock waves, instead of the spray velocity at the spray tip, the velocity at the nozzle exit should be employed.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D002-0002,PAR-D002-0003,,,T2LINK-0031:D009:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: The following conclusions could be drawn: (1) To predict the generation of shock waves, instead of the spray velocity at the spray tip, the velocity at the nozzle exit should be employed. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D002-C02,D002,D-IC-02,tier2,D,"Furthermore, the spray boundary condition in the shock-wave state was acquired.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D002-0002,PAR-D002-0003,,,,no,inventory_only_insufficient_claim_content,"Evidence summary: Furthermore, the spray boundary condition in the shock-wave state was acquired. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: insufficient_claim_content; original candidate is unchanged."
T2-D002-C03,D002,D-IC-02,tier2,D,(2) The fuel spray characteristics between the shock-wave state and non-shock-wave state sprays are found to be of great difference.,author_interpretation,author_interpretation,RDE/detonation application,LOC-D002-0002,PAR-D002-0003,,,,yes,active_candidate,Evidence summary: (2) The fuel spray characteristics between the shock-wave state and non-shock-wave state sprays are found to be of great difference. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-D005-C01,D005,D-IC-05,tier2,D,Shock-wave generation during fuel injection could increase the spray penetration and reduce the spray angle.,author_interpretation,author_interpretation,RDE/detonation application,LOC-D005-0002,PAR-D005-0003,,,T2LINK-0032:D003:paper-level Tier 1 anchor,yes,active_candidate,Evidence summary: Shock-wave generation during fuel injection could increase the spray penetration and reduce the spray angle. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-D005-C02,D005,D-IC-05,tier2,D,"Multiple shock waves are generated during the fuel injection, and they most likely occur from the nozzle exit where the spray has the highest local velocity.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D005-0002,PAR-D005-0003,,,,yes,active_candidate,"Evidence summary: Multiple shock waves are generated during the fuel injection, and they most likely occur from the nozzle exit where the spray has the highest local velocity. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D005-C03,D005,D-IC-05,tier2,D,"However, under a late injection timing, the supersonic part in the spray is short, and thus, significant changes in spray characteristics by the shock-wave generation is not expected.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D005-0002,PAR-D005-0003,,,,yes,active_candidate,"Evidence summary: However, under a late injection timing, the supersonic part in the spray is short, and thus, significant changes in spray characteristics by the shock-wave generation is not expected. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D007-C01,D007,D-RDE-02,tier2,D,"A fundamental investigation on the stability of kerosene/air two-phase rotating detonation, focusing on the self-sustained propagation and quenching, is performed based on the hybrid Eulerian-Lagrangian two-phase flow model with a simplified twostep reaction mechanism.",model_based,model_based,RDE/detonation application,LOC-D007-0002,PAR-D007-0003,,,T2LINK-0033:D009:paper-level Tier 1 anchor,no,inventory_only_study_scope_statement,"Evidence summary: A fundamental investigation on the stability of kerosene/air two-phase rotating detonation, focusing on the self-sustained propagation and quenching, is performed based on the hybrid Eulerian-Lagrangian two-phase flow model with a simplified twostep reaction mechanism. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged."
T2-D007-C02,D007,D-RDE-02,tier2,D,"The evaporation-dominated quenching generates from the inlet and propagates to the outlet, and this is from the limited droplet evaporation rates in the flows with high total pressure or low total temperature.",model_based,model_based,RDE/detonation application,LOC-D007-0002,PAR-D007-0003,,,,yes,active_candidate,"Evidence summary: The evaporation-dominated quenching generates from the inlet and propagates to the outlet, and this is from the limited droplet evaporation rates in the flows with high total pressure or low total temperature. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D007-C03,D007,D-RDE-02,tier2,D,The total pressure and total temperature are varied according to different flight Mach numbers and flight altitudes to investigate the influence of these parameters on the rotating detonation features from the perspective of optimizing the RDC stability and the performance.,model_based,model_based,RDE/detonation application,LOC-D007-0002,PAR-D007-0003,,,,no,inventory_only_study_design_statement,Evidence summary: The total pressure and total temperature are varied according to different flight Mach numbers and flight altitudes to investigate the influence of these parameters on the rotating detonation features from the perspective of optimizing the RDC stability and the performance. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_design_statement; original candidate is unchanged.
T2-D010-C01,D010,D-RDE-05,tier2,D,The liquid properties show minimal variation in the azimuthal direction along the detonation wave.,model_based,model_based,RDE/detonation application,LOC-D010-0002,PAR-D010-0003;PAR-D010-0004,,,T2LINK-0034:D017:paper-level Tier 1 anchor,no,inventory_only_insufficient_claim_content,Evidence summary: The liquid properties show minimal variation in the azimuthal direction along the detonation wave. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: insufficient_claim_content; original candidate is unchanged.
T2-D010-C02,D010,D-RDE-05,tier2,D,The time-scale of liquid vaporization compared to the detonation wave is larger: τdrop /τcycle ∼ 2 .,model_based,model_based,RDE/detonation application,LOC-D010-0002,PAR-D010-0003;PAR-D010-0004,,,,yes,active_candidate,Evidence summary: The time-scale of liquid vaporization compared to the detonation wave is larger: τdrop /τcycle ∼ 2 . | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-D010-C03,D010,D-RDE-05,tier2,D,The 3D detonation wave is highly corrugated and extends in height at least up to z/H = 0 .,model_based,model_based,RDE/detonation application,LOC-D010-0002,PAR-D010-0003;PAR-D010-0004,,,,no,inventory_only_extraction_fragment,Evidence summary: The 3D detonation wave is highly corrugated and extends in height at least up to z/H = 0 . | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: extraction_fragment; original candidate is unchanged.
T2-D011-C01,D011,D-RDE-06,tier2,D,The hydrogen addition is implemented for combustion enhancement of the liquid kerosene and helps to ignite and achieve a selfsustained two-phase rotating detonation wave (RDW).,model_based,model_based,RDE/detonation application,LOC-D011-0001,PAR-D011-0003,,,T2LINK-0035:D017:paper-level Tier 1 anchor,yes,active_candidate,Evidence summary: The hydrogen addition is implemented for combustion enhancement of the liquid kerosene and helps to ignite and achieve a selfsustained two-phase rotating detonation wave (RDW). | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-D011-C02,D011,D-RDE-06,tier2,D,"Results suggest that with smaller droplet sizes, the structure of the RDW is analogous to that of a gaseous RDW, and a comparison with experimental data suggests that the estimated detonation speed and thrust performance (fuel-based specific impulse) are within the reasonable ranges.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D011-0001,PAR-D011-0003,,,,yes,active_candidate,"Evidence summary: Results suggest that with smaller droplet sizes, the structure of the RDW is analogous to that of a gaseous RDW, and a comparison with experimental data suggests that the estimated detonation speed and thrust performance (fuel-based specific impulse) are within the reasonable ranges. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D011-C03,D011,D-RDE-06,tier2,D,The effects of droplet evaporation at various initial droplet sizes and kerosene mass flow rates on the structure and propagation of the two-phase RDW are analyzed.,model_based,model_based,RDE/detonation application,LOC-D011-0001,PAR-D011-0003,,,,no,inventory_only_study_scope_statement,Evidence summary: The effects of droplet evaporation at various initial droplet sizes and kerosene mass flow rates on the structure and propagation of the two-phase RDW are analyzed. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged.
T2-D013-C01,D013,D-RDE-08,tier2,D,"When the 20 μ m and 30 μ m droplets are adopted, the rotating detonation waves tend to be divided into two layers and form the λ -shaped shock structure.",model_based,model_based,RDE/detonation application,LOC-D013-0002,PAR-D013-0003,,,T2LINK-0036:D009:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: When the 20 μ m and 30 μ m droplets are adopted, the rotating detonation waves tend to be divided into two layers and form the λ -shaped shock structure. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D013-C02,D013,D-RDE-08,tier2,D,The rotating detonation wave is mainly propagating through two-phase mixtures.,model_based,model_based,RDE/detonation application,LOC-D013-0002,PAR-D013-0003,,,,no,inventory_only_insufficient_claim_content,Evidence summary: The rotating detonation wave is mainly propagating through two-phase mixtures. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: insufficient_claim_content; original candidate is unchanged.
T2-D013-C03,D013,D-RDE-08,tier2,D,"When 5 μ m and 10 μ m droplets are adopted, the RDE behaves like gaseous rotating detonations with clear cellular structures.",model_based,model_based,RDE/detonation application,LOC-D013-0002,PAR-D013-0003,,,,yes,active_candidate,"Evidence summary: When 5 μ m and 10 μ m droplets are adopted, the RDE behaves like gaseous rotating detonations with clear cellular structures. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D014-C01,D014,D-RDE-09,tier2,D,"Droplets close to the detonation wave undergo rapid evaporation and experience temperature spikes, while those further downstream encounter gradual temperature increases and slower evaporation rates.",model_based,model_based,RDE/detonation application,LOC-D014-0002,PAR-D014-0003,,,T2LINK-0037:D017:paper-level Tier 1 anchor,yes,active_candidate,"Evidence summary: Droplets close to the detonation wave undergo rapid evaporation and experience temperature spikes, while those further downstream encounter gradual temperature increases and slower evaporation rates. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D014-C02,D014,D-RDE-09,tier2,D,(1) The proximity to the detonation wave and the longitudinal po - sition are key factors influencing droplet kinematics and spatial distribution.,model_based,model_based,RDE/detonation application,LOC-D014-0002,PAR-D014-0003,,,,yes,active_candidate,Evidence summary: (1) The proximity to the detonation wave and the longitudinal po - sition are key factors influencing droplet kinematics and spatial distribution. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending.
T2-D014-C03,D014,D-RDE-09,tier2,D,"In contrast, the evapora - tion of trailing-edge droplets and the remaining droplets in the post-detonation zone is largely unaffected by the detonation wave.",model_based,model_based,RDE/detonation application,LOC-D014-0002,PAR-D014-0003,,,,yes,active_candidate,"Evidence summary: In contrast, the evapora - tion of trailing-edge droplets and the remaining droplets in the post-detonation zone is largely unaffected by the detonation wave. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D015-C01,D015,D-RDE-10,tier2,D,This study conducted experimental study of kerosene/air two-phase rotating detonation.,author_interpretation,author_interpretation,RDE/detonation application,LOC-D015-0002,PAR-D015-0003,,,T2LINK-0038:D009:paper-level Tier 1 anchor,no,inventory_only_study_scope_statement,Evidence summary: This study conducted experimental study of kerosene/air two-phase rotating detonation. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged.
T2-D015-C02,D015,D-RDE-10,tier2,D,"(3) Steady-state measurements show that atomizer A1 & A2 have similar characteristic droplet sizes (~3 μ m), while A3 has the worst spray performance (~5 μ m).",author_interpretation,author_interpretation,RDE/detonation application,LOC-D015-0003,PAR-D015-0003,,,,yes,active_candidate,"Evidence summary: (3) Steady-state measurements show that atomizer A1 & A2 have similar characteristic droplet sizes (~3 μ m), while A3 has the worst spray performance (~5 μ m). | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D015-C03,D015,D-RDE-10,tier2,D,"The increasing direction of wavenumbers coincides with the decreasing direc - tion of characteristic droplet sizes of atomizer A1, and the wavenumber also increases with the rise of κ in reduced order numerical model.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D015-0003,PAR-D015-0003,,,,yes,active_candidate,"Evidence summary: The increasing direction of wavenumbers coincides with the decreasing direc - tion of characteristic droplet sizes of atomizer A1, and the wavenumber also increases with the rise of κ in reduced order numerical model. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D016-C01,D016,D-DW-01,tier2,D,The breakup dynamics of water droplets induced by detonation waves under varying diameters and Mach numbers were experimentally investigated in the present study.,author_interpretation,author_interpretation,RDE/detonation application,LOC-D016-0002,PAR-D016-0003,,,T2LINK-0039:D003:paper-level Tier 1 anchor,no,inventory_only_study_scope_statement,Evidence summary: The breakup dynamics of water droplets induced by detonation waves under varying diameters and Mach numbers were experimentally investigated in the present study. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: study_scope_statement; original candidate is unchanged.
T2-D016-C02,D016,D-DW-01,tier2,D,"Finally, theoretical analysis and experimental results show that decreasing droplet diameter and increasing Mach number can accelerate the instability development and shorten the absolute breakup time.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D016-0002,PAR-D016-0003,,,,yes,active_candidate,"Evidence summary: Finally, theoretical analysis and experimental results show that decreasing droplet diameter and increasing Mach number can accelerate the instability development and shorten the absolute breakup time. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending."
T2-D016-C03,D016,D-DW-01,tier2,D,"Considering the complexity of the liquid-fuel detonation process, it is essential to study the breakup dynamics of droplets under the influence of detonation waves to enhance the fundamental understanding of their interactions.",author_interpretation,author_interpretation,RDE/detonation application,LOC-D016-0002,PAR-D016-0003,,,,no,inventory_only_research_motivation_statement,"Evidence summary: Considering the complexity of the liquid-fuel detonation process, it is essential to study the breakup dynamics of droplets under the influence of detonation waves to enhance the fundamental understanding of their interactions. | Limitations: Claim is a paper-level candidate localized to the canonical PDF; cross-paper adjudication and final evidence verification remain pending. | Phase 10 inventory-only reason: research_motivation_statement; original candidate is unchanged."
T3-A001-C01,A001,A-NG-01,tier3,A,"In this HPDI engine, raising gas injection pressure reduced PM mainly at high load, while low-load emissions and fuel consumption were comparatively insensitive.",direct_observation,reported result,Historical context for load-dependent pressure benefits.,LOC-A001-0002,PAR-A001-0001;PAR-A001-0002,,PROC-A001-001,T3LINK-0027:tier2:A002:T2-A002-C01,yes,active_candidate,"Evidence summary: Across the tested map, high-load PM mass/number fell and combustion duration shortened; effects diminished with engine speed. | Limitations: Engineand operating-map-specific; multiple higher-order interactions were significant."
T3-A003-C01,A003,A-NG-03,tier3,A,"Within the tested pilot-ignited direct-injection natural-gas engine, shorter injection interval and higher injection pressure changed peak heat release, combustion stability, and fuel economy.",experimental_correlation,independent_support,injection-to-combustion,LOC-A003-0001,None added in Phase 9.,,,T3LINK-0001:tier1:A020:PILOT-A020-C01;tier1:A020:PILOT-A020-C01,yes,active_candidate,"Evidence summary: The experimental parameter sweep reports coordinated combustion-response changes with injection interval, pilot pulse width, timing, and pressure. | Limitations: Engine-specific operating range; correlated parameter effects do not establish a universal optimum."
T3-A004-C01,A004,A-NG-04,tier3,A,Advancing natural-gas injection and increasing diesel rail pressure shifted combustion phasing and emissions at the two tested engine operating points.,experimental_correlation,redundant_support,injection-to-combustion,LOC-A004-0001,None added in Phase 9.,,,,no,historical_tier3_not_retained,"Evidence summary: The experiment reports timingand pressure-dependent changes in peak pressure, heat release, combustion duration, NOx, CO, THC, and fuel consumption. | Limitations: The result largely repeats timing/pressure trends already represented by stronger Tier 1/2 anchors and does not isolate a new mechanism."
T3-A006-C01,A006,A-NG-06,tier3,A,"Delaying the diesel pilot to create slightly premixed NG combustion greatly reduced PM, but stable low-PM operation required managing methane, NOx, pressure-rise, and cycle-variation tradeoffs.",direct_observation,reported result,Context for premixing-based soot control and its stability tradeoffs.,LOC-A006-0002,PAR-A006-0001;PAR-A006-0002,,PROC-A006-001,T3LINK-0028:tier2:A011:T2-A011-C01,yes,active_candidate,"Evidence summary: The optimized B75 point removed over 90% PM with about 2% efficiency improvement at similar NOx/methane, but increased cycle variation and peak pressure-rise rate. | Limitations: Optimized at one mode; CFD did not correctly predict premixed NG ignition."
T3-A008-C01,A008,A-NG-08,tier3,A,The CFD study found a temperature/premixing boundary between mixing-limited and chemistry-limited HPDF combustion and reproduced low-temperature crossing-jet misfire when the gas jet covered the pilot’s preferred ignition region.,simulation_resolved,reported result,Context for regime-dependent model fidelity and interaction-driven misfire.,LOC-A008-0003,PAR-A008-0001;PAR-A008-0002,,PROC-A008-001,T3LINK-0029:tier1:A007:T1-A007-C01,yes,active_candidate,Evidence summary: Detailed-chemistry simulations matched RCEM ignition/HRR trends and isolated the H2O2/first-stage-ignition failure mechanism. | Limitations: Model validation used an RCEM abstraction and reduced injector geometry; A008 machine metadata identity coverage was 0.9091 but PDF identity was visually verified.
T3-A010-C01,A010,A-NG-10,tier3,A,"In the validated 3D model, natural-gas pre-injection increased premixing and reduced soot and CO, with pressure-rise and NOx tradeoffs dependent on pre-injection proportion, timing, and EGR.",model_based,mechanism_support,injection-to-combustion,LOC-A010-0001,None added in Phase 9.,,,T3LINK-0002:tier1:A030:T1-A030-C01;tier1:A030:T1-A030-C01,yes,active_candidate,Evidence summary: Cell fields and species traces connect the pre-injection strategy to larger lean/high-OH regions and lower soot/CO formation. | Limitations: Model-resolved engine evidence; the optimum depends on the modeled combustion mode and EGR setting.
T3-A015-C01,A015,A-NG-15,tier3,A,"The model predicts an intermediate natural-gas spray angle that improves bowl-vortex-driven mixture stratification and soot performance, whereas excessive angle promotes fuel accumulation and worsens soot.",model_based,redundant_support,injection-to-combustion,LOC-A015-0001,None added in Phase 9.,,,,no,historical_tier3_not_retained,Evidence summary: Numerical comparisons across two combustion modes show a non-monotonic spray-angle response conditioned by chamber geometry and injection pressure. | Limitations: Geometry-specific numerical optimization with limited transferability and substantial overlap with existing injector-design evidence.
T3-A017-C01,A017,A-NG-17,tier3,A,"Commercial-engine tests show that larger injector flow area can strengthen turbulence and mixture formation, but excessive dispersion increases wall impingement and unburned hydrocarbons.",experimental_correlation,additional_scale,injection-to-combustion,LOC-A017-0001,None added in Phase 9.,,,T3LINK-0003:tier1:A030:T1-A030-C02;tier1:A030:T1-A030-C02,yes,active_candidate,Evidence summary: Five injector designs and a 200-300 bar pressure sweep resolve a beneficial-to-adverse dispersion transition. | Limitations: One medium-to-high-load engine condition; design variables are coupled.
T3-A019-C01,A019,A-H2-02,tier3,A,"In the retrofitted H2DDI engine, early hydrogen injection produced predominantly premixed combustion, while late injection produced mixing-controlled hydrogen diffusion combustion with a crossover near the intermediate timing range.",experimental_correlation,independent_support,injection-to-combustion,LOC-A019-0001,None added in Phase 9.,,,T3LINK-0004:tier1:A030:T1-A030-C01;tier1:A030:T1-A030-C01,yes,active_candidate,"Evidence summary: A timing and hydrogen-energy-fraction sweep links mixture preparation to heat-release shape, efficiency, and NOx tradeoffs. | Limitations: The crossover timing and performance tradeoff are specific to this engine, load, speed, and fixed combustion phasing."
