source_locator_id,paper_id,source_file,pdf_page,printed_page,section,subsection,figure,figure_panel,table,equation,appendix,raw_locator,locator_status,verification_status,notes
LOC-B027-0002,B027,02_PDF_Raw/B/B-E-07_2025_Duronio_TurbulentMixing_Underexpanded_HydrogenJets.pdf,2,,METHODS,,,,,,,"PDF p.2, METHODS",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C003-0001,C003,02_PDF_Raw/C/C-F-03_2009_Guildenbecher_Secondary_Atomization_Review.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C003-0002,C003,02_PDF_Raw/C/C-F-03_2009_Guildenbecher_Secondary_Atomization_Review.pdf,25,,1 Introduction,,,,,,,"PDF p.25, 1 Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C003-0003,C003,02_PDF_Raw/C/C-F-03_2009_Guildenbecher_Secondary_Atomization_Review.pdf,29,,results,,,,,,,"PDF p.29, results",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C008-0001,C008,02_PDF_Raw/C/C-SD-01_2015_Meng_EarlyStages_HighSpeed_DropletBreakup.pdf,1,,1 Introduction,,,,,,,"PDF p.1, 1 Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C008-0002,C008,02_PDF_Raw/C/C-SD-01_2015_Meng_EarlyStages_HighSpeed_DropletBreakup.pdf,11,,4 Results and discussion,,,,,,,"PDF p.11, 4 Results and discussion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C008-0003,C008,02_PDF_Raw/C/C-SD-01_2015_Meng_EarlyStages_HighSpeed_DropletBreakup.pdf,12,,5 Conclusions,,,,,,,"PDF p.12, 5 Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C009-0001,C009,02_PDF_Raw/C/C-SD-02_2017_Xiao_Droplet_DeformationBreakup_SupersonicFlow.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C009-0002,C009,02_PDF_Raw/C/C-SD-02_2017_Xiao_Droplet_DeformationBreakup_SupersonicFlow.pdf,7,,References,,,,,,,"PDF p.7, References",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C012-0001,C012,02_PDF_Raw/C/C-SD-05_2019_BiasioriPoulanges_HighMagnification_Shadowgraphy_DropBreakup.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C013-0001,C013,02_PDF_Raw/C/C-SD-06_2020_Dorschner_LigamentFormation_Shedding_DropletAerobreakup.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C013-0002,C013,02_PDF_Raw/C/C-SD-06_2020_Dorschner_LigamentFormation_Shedding_DropletAerobreakup.pdf,24,,6. Conclusion,,,,,,,"PDF p.24, 6. Conclusion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C021-0001,C021,02_PDF_Raw/C/C-ST-01_2021_Nykteri_ShearInduced_DropletAerobreakup_TwoFluid.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C021-0002,C021,02_PDF_Raw/C/C-ST-01_2021_Nykteri_ShearInduced_DropletAerobreakup_TwoFluid.pdf,2,,Front matter and abstract,,,,,,,"PDF p.2, Front matter and abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C027-0001,C027,02_PDF_Raw/C/C-PC-01_2012_Kim_DropletBreakup_Vaporization_LocallySupersonic.pdf,1,,Front matter and abstract,,,,,,,"PDF p.1, Front matter and abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C027-0002,C027,02_PDF_Raw/C/C-PC-01_2012_Kim_DropletBreakup_Vaporization_LocallySupersonic.pdf,3,,Front matter and abstract,,,,,,,"PDF p.3, Front matter and abstract",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C028-0001,C028,02_PDF_Raw/C/C-PC-02_2020_Das_SharpInterface_ShockInduced_DropletVaporization.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C028-0002,C028,02_PDF_Raw/C/C-PC-02_2020_Das_SharpInterface_ShockInduced_DropletVaporization.pdf,29,,4. Conclusions,,,,,,,"PDF p.29, 4. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C032-0001,C032,02_PDF_Raw/C/C-PC-06_2016_Strotos_NDecane_DropletBreakup_HighTemperatureGas.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C032-0002,C032,02_PDF_Raw/C/C-PC-06_2016_Strotos_NDecane_DropletBreakup_HighTemperatureGas.pdf,4,,3. Results and discussion,,,,,,,"PDF p.4, 3. Results and discussion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-C032-0003,C032,02_PDF_Raw/C/C-PC-06_2016_Strotos_NDecane_DropletBreakup_HighTemperatureGas.pdf,10,,References,,,,,,,"PDF p.10, References",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D004-0001,D004,02_PDF_Raw/D/D-IC-04_2019_Li_ReflectedShockWaves_HighPressure_DieselSpray.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D004-0002,D004,02_PDF_Raw/D/D-IC-04_2019_Li_ReflectedShockWaves_HighPressure_DieselSpray.pdf,5,,3. Results and discussion,,,,,,,"PDF p.5, 3. Results and discussion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D004-0003,D004,02_PDF_Raw/D/D-IC-04_2019_Li_ReflectedShockWaves_HighPressure_DieselSpray.pdf,7,,References,,,,,,,"PDF p.7, References",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D006-0001,D006,02_PDF_Raw/D/D-RDE-01_2021_Meng_NHeptaneSprays_Hydrogen_RotatingDetonation.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D006-0002,D006,02_PDF_Raw/D/D-RDE-01_2021_Meng_NHeptaneSprays_Hydrogen_RotatingDetonation.pdf,15,,6. Conclusions,,,,,,,"PDF p.15, 6. Conclusions",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D008-0001,D008,02_PDF_Raw/D/D-RDE-03_2022_Jin_Bidisperse_NHeptaneSprays_RotatingDetonation.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D008-0002,D008,02_PDF_Raw/D/D-RDE-03_2022_Jin_Bidisperse_NHeptaneSprays_RotatingDetonation.pdf,14,,References,,,,,,,"PDF p.14, References",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D012-0001,D012,02_PDF_Raw/D/D-RDE-07_2023_Li_MultistageEvaporation_WaveMultiplicity_Ethanol_RDE.pdf,1,,1. Introduction,,,,,,,"PDF p.1, 1. Introduction",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-D012-0002,D012,02_PDF_Raw/D/D-RDE-07_2023_Li_MultistageEvaporation_WaveMultiplicity_Ethanol_RDE.pdf,12,,3. Results and discussion,,,,,,,"PDF p.12, 3. Results and discussion",complete,verified,Exact PDF page boundary verified in machine-readable full text; no figure digitization.
LOC-A007-0001,A007,02_PDF_Raw/A/A-NG-07_2018_Fink_DieselPilot_NGJet_SpatialTemporalInteraction.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and principal interaction findings.
LOC-A007-0002,A007,02_PDF_Raw/A/A-NG-07_2018_Fink_DieselPilot_NGJet_SpatialTemporalInteraction.pdf,2,,2 Experimental Setup,,,,1,,,"PDF p.2, Table 1",complete,verified,"RCEM, injection, timing, and angular conditions."
LOC-A007-0003,A007,02_PDF_Raw/A/A-NG-07_2018_Fink_DieselPilot_NGJet_SpatialTemporalInteraction.pdf,4,,3 Thermodynamic Model / 4 Results,,6,,,,,"PDF p.4, Fig. 6",complete,verified,SOI references and ignition threshold definitions.
LOC-A007-0004,A007,02_PDF_Raw/A/A-NG-07_2018_Fink_DieselPilot_NGJet_SpatialTemporalInteraction.pdf,5,,4.1 Operational Range,,7-9,,,,,"PDF p.5, Figs. 7-9",complete,verified,Spatial-temporal operability and pilot ignition.
LOC-A007-0005,A007,02_PDF_Raw/A/A-NG-07_2018_Fink_DieselPilot_NGJet_SpatialTemporalInteraction.pdf,6,,4.2 Ignition Delay,,10,,,,,"PDF p.6, Fig. 10",complete,verified,Pilot and natural-gas ignition-delay trade-off.
LOC-A007-0006,A007,02_PDF_Raw/A/A-NG-07_2018_Fink_DieselPilot_NGJet_SpatialTemporalInteraction.pdf,6,,4.3 Heat Release Rate Characterization,,11-12,,,,,"PDF pp.6-7, Figs. 11-12",complete,verified,Gas ignition relative to SOI as premixing/HRR descriptor.
LOC-A007-0007,A007,02_PDF_Raw/A/A-NG-07_2018_Fink_DieselPilot_NGJet_SpatialTemporalInteraction.pdf,7,,5 Conclusions,,,,,,,"PDF pp.7-8, Conclusions",complete,verified,Reported design implications and limitations.
LOC-B021-0001,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Scope and conclusions.
LOC-B021-0002,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,4,,Numerical methods,,3,,,,,"PDF p.4, numerical boundary conditions",complete,verified,Total inlet pressure and static outlet-pressure definition of NPR.
LOC-B021-0003,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,7,,Validation,,10,,,,,"PDF p.7, Fig. 10",complete,verified,EoS comparison and NPR 10 validation.
LOC-B021-0004,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,7,,NPR variation,,11-15,,2-3,7-9,,"PDF pp.7-9, Eqs. 7-9, Tables 2-3",complete,verified,"Shock regimes, Mach-disk and L0.3 correlations."
LOC-B021-0005,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,9,,Test case / Results,,16-17,,4-6,,,"PDF pp.9-10, Fig. 16, Tables 4-6",complete,verified,ICE pressure/NPR history and Mach-disk values.
LOC-B021-0006,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,11,,One jet: Unsteady,,18-19,,,,,"PDF pp.11-12, Figs. 18-19",complete,verified,Steady/unsteady comparison and reflection-transition hysteresis.
LOC-B021-0007,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,12,,One jet: External temperature impact,,20-21,,,,,"PDF p.12, Figs. 20-21",complete,verified,Ambient temperature and hydrogen diffusion.
LOC-B021-0008,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,13,,Jet-jet interaction,,22-28,,,,,"PDF pp.13-15, Figs. 22-28",complete,verified,"Inter-axis spacing, deflection, pressure field, and mixing."
LOC-B021-0009,B021,02_PDF_Raw/B/B-E-01_2023_Anaclerio_Numerical_Underexpanded_HydrogenJets_ICE.pdf,15,,Conclusions,,,,,,,"PDF p.15, Conclusions",complete,verified,Reported applicability and limits.
LOC-C029-0001,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Transcritical definition and scope.
LOC-C029-0002,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,2,,I Introduction,,1,,,,,"PDF pp.2-3, Fig. 1",complete,verified,Reduced pressure/temperature and Widom-line definition.
LOC-C029-0003,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,4,,II Methodology,,,,,1-5,,"PDF pp.3-5, Eqs. 1-5",complete,verified,Inviscid diffuse-interface PR-EoS framework and omissions.
LOC-C029-0004,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,5,,II.D Critical parameters,,,,,8-10,,"PDF pp.5-7, Eqs. 8-10",complete,verified,"SoS ratio, impedance mismatch, and Atwood number."
LOC-C029-0005,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,7,,II.E-F Computational experiments/model,,4-5,,,11-12,,"PDF pp.7-10, Figs. 4-5, Eqs. 11-12",complete,verified,"n-dodecane/nitrogen cases, D0, mesh, and breakup time."
LOC-C029-0006,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,11,,III.A Influence of preshock temperature,,7-14,,,,,"PDF pp.11-20, Figs. 7-14",complete,verified,"Diverging/converging transition, pressure, vorticity and instability."
LOC-C029-0007,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,19,,III.A.3 Droplet breakup and instability,,,,,13,,"PDF p.19, Eq. 13",complete,verified,Approximate surface tension and Weber number.
LOC-C029-0008,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,21,,III.B Influence of preshock pressure,,15-20,,,,,"PDF pp.21-25, Figs. 15-20",complete,verified,Weak/strong convergence and pressure effects.
LOC-C029-0009,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,25,,III.C Influence of shock strength,,21-24,,,,,"PDF pp.25-30, Figs. 21-24",complete,verified,"Shock strength, morphology and circulation."
LOC-C029-0010,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,31,,,,,,I-III,,A,"PDF pp.31-32, Tables I-III",complete,verified,Initial and postshock case parameters.
LOC-C029-0011,C029,02_PDF_Raw/C/C-PC-03_2021_Boyd_Transcritical_ShockDroplet_Interaction.pdf,30,,IV Conclusions,,,,,,,"PDF p.30, Conclusions",complete,verified,Reported mechanism synthesis and limitations.
LOC-D019-0001,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,1,,Abstract,,,,,,,"PDF p.1, Abstract",complete,verified,Comparative findings.
LOC-D019-0002,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,3,,II Physical Model,,,,I,,,"PDF pp.3-4, Table I",complete,verified,"Droplet, gas, Mach, We/Re and comparison design."
LOC-D019-0003,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,4,,III Numerical Methodology,,,,,1-21,,"PDF pp.4-7, Eqs. 1-21",complete,verified,"Multicomponent, phase-transition and reaction models."
LOC-D019-0004,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,6,,III.A Governing equations,,,,,,,"PDF pp.5-6, thermal/deformation timescale analysis",complete,verified,Thermal-conduction omission rationale.
LOC-D019-0005,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,7,,III.D Grid independence,,2-4,,,,,"PDF pp.7-8, Figs. 2-4",complete,verified,5 um selected resolution.
LOC-D019-0006,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,10,,IV.B Influence of reaction heat release,,8-15,,,23-25,,"PDF pp.10-15, Figs. 8-15, Eqs. 23-25",complete,verified,Equal-leading-Mach detonation/shock wave comparison.
LOC-D019-0007,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,16,,IV.C Dynamic characteristics of cavitation zone,,16-22,,,,,"PDF pp.16-20, Figs. 16-22",complete,verified,"Cavitation initiation, collapse and disintegration."
LOC-D019-0008,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,20,,V Droplet Deformation Behavior,,23-25,,,,,"PDF pp.20-24, Figs. 23-25",complete,verified,Early/late deformation and instability mechanisms.
LOC-D019-0009,D019,02_PDF_Raw/D/D-DW-04_2026_Zou_DetonationShock_DropletInteraction_Mechanisms.pdf,24,,VI Conclusions,,,,,,,"PDF p.24, Conclusions",complete,verified,Comparative conclusions and future limits.
LOC-A002-0001,A002,02_PDF_Raw/A/A-NG-02_2015_McTaggartCowan_NaturalGasInjection_600Bar_HPDI.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Scope and cycle-composite outcomes.
LOC-A002-0002,A002,02_PDF_Raw/A/A-NG-02_2015_McTaggartCowan_NaturalGasInjection_600Bar_HPDI.pdf,,,CFD results,,Figure 16,,,,,"PDF p. 12, Figure 16 and accompanying text",complete,verified,"Mixing, acetylene, and fuel-conversion comparison."
LOC-A002-0003,A002,02_PDF_Raw/A/A-NG-02_2015_McTaggartCowan_NaturalGasInjection_600Bar_HPDI.pdf,,,Conclusions and Recommendations,,,,,,,"PDF p. 14, Conclusions and Recommendations",complete,verified,Pressure-range findings and limitations.
LOC-A005-0001,A005,02_PDF_Raw/A/A-NG-05_2016_Mabson_PairedNozzle_Jets_HPDI_NaturalGas.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Design intent and counterintuitive emission result.
LOC-A005-0002,A005,02_PDF_Raw/A/A-NG-05_2016_Mabson_PairedNozzle_Jets_HPDI_NaturalGas.pdf,,,CFD results and Conclusions,,Figures 9–10,,,,,"PDF p. 9, Figures 9–10 and Conclusions",complete,verified,"Entrainment, equivalence-ratio residence, and conclusions."
LOC-A009-0001,A009,02_PDF_Raw/A/A-NG-09_2019_Fink_DieselPiloted_NG_DirectInjection_OperatingConditions.pdf,,,Experimental setup,,,,Tables 1–2,,,"PDF p. 3, Tables 1–2",complete,verified,Fixed injection settings and four TDC states.
LOC-A009-0002,A009,02_PDF_Raw/A/A-NG-09_2019_Fink_DieselPiloted_NG_DirectInjection_OperatingConditions.pdf,,,Conclusions,,,,,,,"PDF pp. 7–8, Conclusions",complete,verified,Ignition and combustion findings and transfer limitations.
LOC-A011-0001,A011,02_PDF_Raw/A/A-NG-11_2020_Rochussen_ParametricStudy_Optical_HPDI_NG.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,"Objective, diagnostics, and five-process model."
LOC-A011-0002,A011,02_PDF_Raw/A/A-NG-11_2020_Rochussen_ParametricStudy_Optical_HPDI_NG.pdf,,,Conclusion,,,,,,,"PDF pp. 14–15, Conclusion",complete,verified,Conceptual model and injection-parameter sensitivities.
LOC-A012-0001,A012,02_PDF_Raw/A/A-NG-12_2021_Diepstraten_PilotDiesel_MainNG_Interaction_HPDI.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Scope and main threshold findings.
LOC-A012-0002,A012,02_PDF_Raw/A/A-NG-12_2021_Diepstraten_PilotDiesel_MainNG_Interaction_HPDI.pdf,,,CFD simulation environment,,,,Tables 2–3,,,"PDF p. 4, Tables 2–3",complete,verified,Models and injection conditions.
LOC-A012-0003,A012,02_PDF_Raw/A/A-NG-12_2021_Diepstraten_PilotDiesel_MainNG_Interaction_HPDI.pdf,,,Conclusions and Recommendations,,,,,,,"PDF pp. 7–8, Conclusions and Recommendations",complete,verified,Pilot-trigger and HRM interpretation.
LOC-B008-0001,B008,02_PDF_Raw/B/B-H2-03_2013_Bonelli_Hydrogen_UnderexpandedJets_RealGas.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Scope and headline real-gas effect.
LOC-B008-0002,B008,02_PDF_Raw/B/B-H2-03_2013_Bonelli_Hydrogen_UnderexpandedJets_RealGas.pdf,,,Real Gas Effects in Hydrogen Underexpanded Jets,,,,Table 3,,,"PDF p. 8, Table 3",complete,verified,Exit-state and mass-flow comparison.
LOC-B008-0003,B008,02_PDF_Raw/B/B-H2-03_2013_Bonelli_Hydrogen_UnderexpandedJets_RealGas.pdf,,,Conclusions,,,,,,,"PDF p. 10, Conclusions",complete,verified,Validated model and EoS-effect summary.
LOC-C036-0001,C036,02_PDF_Raw/C/C-MD-04_2026_Guo_ShockInduced_ParallelDroplets_Aerobreakup.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,"Modes, phase diagram, and spacing effects."
LOC-C036-0002,C036,02_PDF_Raw/C/C-MD-04_2026_Guo_ShockInduced_ParallelDroplets_Aerobreakup.pdf,,,Experimental Methodology,,,,,Eqs. (1)–(5),,"PDF p. 4, Eqs. (1)–(5)",complete,verified,Postshock relations and dimensionless definitions.
LOC-C036-0003,C036,02_PDF_Raw/C/C-MD-04_2026_Guo_ShockInduced_ParallelDroplets_Aerobreakup.pdf,,,Phase Diagram and Theoretical Analysis,,Figures 5–7,,,,,"PDF pp. 8–11, Figures 5–7",complete,verified,Mode boundaries and pressure/velocity mechanism.
LOC-C036-0004,C036,02_PDF_Raw/C/C-MD-04_2026_Guo_ShockInduced_ParallelDroplets_Aerobreakup.pdf,,,Conclusion,,,,,,,"PDF pp. 14–15, Conclusion",complete,verified,Experimental findings and mechanisms.
LOC-A001-0001,A001,02_PDF_Raw/A/A-NG-01_2007_McTaggartCowan_HighPressureInjection_NaturalGasEngine.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Scope and load-dependent result.
LOC-A001-0002,A001,02_PDF_Raw/A/A-NG-01_2007_McTaggartCowan_HighPressureInjection_NaturalGasEngine.pdf,,,Conclusions,,,,,,,"PDF p. 9, Conclusions",complete,verified,Mixing interpretation and operating-condition dependence.
LOC-A006-0001,A006,02_PDF_Raw/A/A-NG-06_2017_Faghani_InjectionStrategies_SlightlyPremixed_Combustion.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Strategy and emissions tradeoffs.
LOC-A006-0002,A006,02_PDF_Raw/A/A-NG-06_2017_Faghani_InjectionStrategies_SlightlyPremixed_Combustion.pdf,,,Conclusions,,,,,,,"PDF p. 10, Conclusions",complete,verified,"Optimized point, mechanism, and limitations."
LOC-A008-0001,A008,02_PDF_Raw/A/A-NG-08_2018_Jud_NumericalAnalysis_DualFuel_DirectInjection_NG.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Model objective and validation summary.
LOC-A008-0002,A008,02_PDF_Raw/A/A-NG-08_2018_Jud_NumericalAnalysis_DualFuel_DirectInjection_NG.pdf,,,Mechanism reduction,,,,Table 2,,,"PDF p. 6, Table 2",complete,verified,Chalmers-83 to Chalmers-53 reduction range.
LOC-A008-0003,A008,02_PDF_Raw/A/A-NG-08_2018_Jud_NumericalAnalysis_DualFuel_DirectInjection_NG.pdf,,,Summary and Conclusions,,,,,,,"PDF p. 10, Summary and Conclusions",complete,verified,Mixing/chemistry boundary and misfire mechanism.
LOC-B006-0001,B006,02_PDF_Raw/B/B-H2-01_2006_Petersen_Transient_HighPressure_HydrogenJet.pdf,,,Abstract,,,,,,,"PDF p. 2, Abstract",complete,verified,Conditions and scaling results.
LOC-B006-0002,B006,02_PDF_Raw/B/B-H2-01_2006_Petersen_Transient_HighPressure_HydrogenJet.pdf,,,Conclusions,,,,,,,"PDF p. 11, Conclusions",complete,verified,Jet-structure and penetration conclusions.
LOC-B018-0001,B018,02_PDF_Raw/B/B-NG-03_2020_Allocca_Underexpanded_GaseousJets_DI_Engines.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,"Facility, diagnostics, and objectives."
LOC-B018-0002,B018,02_PDF_Raw/B/B-NG-03_2020_Allocca_Underexpanded_GaseousJets_DI_Engines.pdf,,,Conclusions,,,,,,,"PDF p. 13, Conclusions",complete,verified,"Topology, penetration, Mach disk, and mixing results."
LOC-C005-0001,C005,02_PDF_Raw/C/C-F-05_2015_Jain_SecondaryBreakup_Moderate_WeberNumbers.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Regimes and transition mechanism.
LOC-C005-0002,C005,02_PDF_Raw/C/C-F-05_2015_Jain_SecondaryBreakup_Moderate_WeberNumbers.pdf,,,Problem formulation,,,,,Eq. (2.1),,"PDF p. 3, Eq. (2.1)",complete,verified,Aerodynamic Weber-number definition.
LOC-C005-0003,C005,02_PDF_Raw/C/C-F-05_2015_Jain_SecondaryBreakup_Moderate_WeberNumbers.pdf,,,Conclusion,,,,,,,"PDF p. 22, Conclusion",complete,verified,"Validated regimes, rim dynamics, and distributions."
LOC-C011-0001,C011,02_PDF_Raw/C/C-SD-04_2018_Guan_Droplet_InternalFlow_ShockImpact.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Internal-flow focus and saddle-point result.
LOC-C011-0002,C011,02_PDF_Raw/C/C-SD-04_2018_Guan_Droplet_InternalFlow_ShockImpact.pdf,,,Theoretical Prediction and Conclusions,,,,,Eqs. (9)–(12),,"PDF p. 5, Eqs. (9)–(12) and Conclusions",complete,verified,Shock-strength correlation and interpretation.
LOC-D001-0001,D001,02_PDF_Raw/D/D-IC-01_2010_Kook_AmbientTemperatureDensity_ShockWave_DieselEngine.pdf,,,Abstract,,,,,,,"PDF p. 1, Abstract",complete,verified,Ambient-condition effects.
LOC-D001-0002,D001,02_PDF_Raw/D/D-IC-01_2010_Kook_AmbientTemperatureDensity_ShockWave_DieselEngine.pdf,,,Conclusion,,,,,,,"PDF p. 12, Conclusion",complete,verified,Engine relevance and suppression mechanism.
